PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,family
-1.1303156893463053,-0.13480839525102067,0.4888906641004521,1.2637567006652504,-0.21952256164647355,1.2630070382021825,-0.6467296404383813,2.2347805295035092,-0.47506846251229085,-1.0195694028860982,-1.143828679122697,0.9747289434454302,0.36576063309124107,-0.02486118840611848,0.40381192442030284,0.11813757229837722,0.09892306899575076,0.26038809400401053,-0.3603587121390898,-0.34457161026482946,0.5003180200586157,0
-1.5772737720444137,0.09067622492102494,-1.077087799714862,-0.047018723601339865,-2.2466581968543737,1.9944043394383317,-1.0209603387612975,-0.8193522442415812,0.7947612811686369,-0.25075691621003543,0.3766238388669663,-0.4179917461774179,-0.06492823557632044,-0.05553826061688271,-0.27640249142322454,-0.23852049514525708,0.07523548959088179,-0.12886366067022498,-0.12342890742758995,-0.09048003555838573,0.07779536347990108,1
-1.8175874159068297,0.7368235150473322,0.468338635241393,0.7179372009802968,-0.5839605681443851,1.4902999633516103,-0.686926957696285,0.171419821107586,0.6413051365003564,-0.582821056444829,-0.4472366642198801,-0.3244172936627076,-0.2598166724799515,0.042222441399564506,0.1857958127172737,0.02189147201483205,0.29019562729117215,0.23596765533847552,-0.4947455183555199,-0.011766330189544375,0.0880225686281366,0
-2.1474702218028847,0.7721446691820685,0.9757552912356879,1.0913868605158894,0.2558742640528233,0.4459940391315573,-0.7617434957229267,0.2669352217200358,-0.530715550956083,-0.2724089612758783,-0.14904059290392183,-0.002151530091070262,0.16734660055183254,-0.19316726983288954,0.10974005532179815,-0.6596964298658519,0.02267512305469743,0.1396183841737414,0.3755063517094663,0.01285365734814667,0.12102960277367147,2
-1.4830862692600388,-0.9497427000830059,-0.8388330244131245,-0.5245561349736776,-1.6384469063966252,1.2591159611781744,1.8345067441125336,-1.1769134463478128,1.8280475811505823,0.36832802495023204,0.1982673616028413,0.1860176658282073,0.11114447695098255,0.7167008122639414,-0.3669839018830033,0.6575774982375804,-0.07951063711838685,0.15810809000505313,0.03354111022703493,0.19328016661209624,-0.06923036921833708,1
-2.5792499434016287,-1.3672512054728159,-2.2302469815289765,-3.111495099726848,0.902077611828373,-0.8204711633980465,-2.0203202894808703,0.5648008791067769,-2.316780564067621,-1.4658638122692407,-1.0952253407792398,-2.0107650126201237,0.23922970283330341,0.8704533604352073,1.5589965351773158,2.712100206330786,-0.15046606068621388,0.20751002144776745,-0.22874810920038222,1.0246826861891123,-0.21121658522448067,1
-3.4090157899103053,-0.043207026675864416,-0.3254331432058607,-0.7705696494559777,2.052430602433195,-0.9984019252238833,-1.5873068154473544,-0.4688147909895191,-0.7218606116611319,-0.3042337081840009,0.4706180592745649,0.24351461741954938,-0.2993147739493969,-0.06849088844872937,-0.2920224398118071,-0.7018044877507394,0.03160099515031017,-0.24093718089154426,-0.03835360768242534,-0.6213901053457191,0.012168010795525281,1
-3.676364709456805,-0.01053417984299518,0.9862477188088765,-0.16252923092347174,3.6894142314711624,-1.674446118558274,-0.5639780721171126,0.8307097812642553,-0.8984435426096049,-0.6265224495183578,-0.21933108254788397,1.118397277654608,-0.43030364560116585,-0.3406632334391412,0.09533188334339521,-1.1213178309865346,-0.03435960381897664,0.05224545250999447,0.29575582939433603,-1.1705674033877298,0.35960729547898673,0
7.747338012833774,7.918342793857658,-1.3143842266586176,-1.8334149681428014,-1.1335137113529263,-3.299368260861889,2.199989052225137,0.7346792924441736,0.26625283491453255,-2.670899283833158,3.0284515266874212,-0.3554104497321034,-1.5672450532600033,-0.6854185534019269,-0.22458344586669213,0.6908826231303401,-0.2527472450122867,-0.13207618171996113,-0.5962933605377678,-0.4176723634635081,0.051292482990212246,2
1.4919852614553535,5.702028713980464,-0.6905283929002335,-1.530063645403822,-2.1692978185406684,-0.7085642378305064,1.1095731013965744,0.04718103764529709,-1.6444211235226998,1.840450581078024,-0.6512820660155519,-0.3637324755631033,2.577211664830492,-0.05686642339775718,-0.10853718047114784,-1.1367528884798646,-0.6358670044855447,0.5409163733493215,0.9309680874407776,1.2462939982041092,-0.11064728311065147,0
-1.1123930764941055,0.18834789724206263,-1.1878828568145712,-0.5463445013866294,-2.053675620736177,1.5950012778657934,-0.8291247519043833,-0.9422926394259699,1.1778880060308572,-0.14932216251938168,0.014064779991736788,-0.476703819299725,-0.1569509793187686,0.32903504512330467,-0.09930636051599183,0.020106821650640892,0.2006678835440558,0.1657804532711708,-0.5531995265959041,0.25339748545359625,-0.09400447420415849,1
4.4657708485774945,2.078132351688679,-1.3804117306423254,-1.904083258647734,-0.3782481382406379,2.7761897096972343,-0.91221529967228,0.790771267382644,1.4049603319459754,-0.2797666616640309,-2.434438297921935,1.0190469321851434,-0.8686031590745451,0.25250814042737957,0.23989334020507658,-0.26439012557988295,-0.5015718408645556,-9.417636274588208e-05,-0.652745415643645,0.24996145636159212,0.1457765854328502,2
-1.276421255895921,-0.6796182387297115,-0.8624300601520885,-0.7111670960268142,-1.1107984598582006,0.9652532337311455,0.013311106247894455,0.006810131850897209,0.30277964282814784,-0.39487078013315335,-0.21700589343413393,-0.007882077016693837,-0.07451240097046292,0.05092702277111531,0.07318421989421604,-0.1298177499890002,0.03677349787691984,0.08922188275068772,0.09547264222979818,-0.27312426910582216,-0.11422532398147618,1
1.1102871699540275,-0.41200184674534623,-1.8157807353458033,2.329328905672032,-2.2918734573530686,-0.5866761350019313,-0.9111241755461631,-0.6505773296364105,0.23864298417872679,0.25706204611348876,-0.09847756040087353,-0.1795243013627474,-1.1383220564332557,0.16644117460868724,-0.573649563648278,-0.5114512887441168,0.6055587396111131,-0.05361315100170853,0.29876849540345907,0.7839308036443212,0.22926403382278857,0
-1.2667847753551051,-0.937624478967038,-0.8253991785485278,-0.7961438725913333,-0.9610981858920966,0.8660545563199749,0.9615222515181885,-0.07264319843431111,0.8696645314161521,-0.13027145965631234,-0.2243435337915632,0.5021216787524112,0.06280726319349712,0.26965368271404794,-0.19267751327830984,-0.10848415060735296,-0.11139699804900559,0.15227457464440172,0.21931099811882515,-0.3933637587730042,-0.037432006147278735,1
7.1014842724605245,0.14652995025206733,-2.3884997719381835,-0.17132208377692254,2.9630515960358217,-2.3209644127570277,0.43877166498701176,1.1610331450888696,-0.7066632235352358,-0.4582254725083333,-1.9355575945286603,0.6487055076780807,-2.1456809519479836,-0.5045957266905362,0.3677299249182398,-1.1364050845486198,0.32090886789380246,-0.04500779612921791,1.2524823203460667,0.31362495523653444,0.9268492892210749,0
-1.5551252485301894,-0.4856254382617191,-1.3735166425559773,-0.9486674423589524,-1.333003088145394,1.2242568591377703,-0.8634168184067839,-0.04571961322932852,0.17468461411202665,-0.5630064567891212,-0.22413488482596572,-0.36450484973392444,0.014928693340679151,-0.028514943434298494,0.09375954500437322,-0.06721574199842059,-0.0023367818187468004,-0.0033492474986113224,0.03650894344609115,-0.22711505479328614,0.10503495997144068,2
-3.364890003911938,-0.17018784629979103,-0.3017105955968039,-0.4936452382621925,1.315593580488882,-0.6858471330228579,-0.29758813798494294,-1.585194716184895,0.5371109660373875,0.3761391875672881,0.9691080986112661,0.4239212282000105,-0.2165987346901683,0.4391670586424504,-0.742534038376728,-0.22815181357990638,-0.03989976021794101,-0.21834859454990188,-0.10323332226427272,-0.21056727467434982,-0.044577468276600925,1
0.9342136660196647,-0.22675254886295135,-1.3951257989392452,2.2475053007403187,-2.151543283217471,-0.33614508511881536,-0.6816354806640238,-0.665125203093007,0.05659286520788167,0.2295445830926028,-0.18586589189752162,-0.4828397884739141,-1.451875022959723,0.16992683674336612,-0.635444828273874,-0.585932076115781,0.6511820961567888,0.05244401535963233,0.5247806107445084,0.6374757200051392,0.06303892969459401,0
-1.313115668219266,-1.0276771379968022,-1.0961015910160963,-1.0344266360940586,-1.08784890362917,0.9367001661531578,0.8959332090959203,-0.20029638779448225,0.9399635338088741,-0.11666555564032742,-0.15321261749477197,0.4341343112993337,0.10218616339947231,0.24881321747402357,-0.23104786398238525,-0.13960188034650337,-0.11635360783103207,0.09592415502928987,0.21645053860377,-0.3853271163176627,0.008642637966942148,1
-1.2739813251949077,-0.6809852755072581,-0.8588216781414545,-0.7126003306354783,-1.1111857273342782,0.9641670319784477,0.01259333952682135,0.007199986773461214,0.302644830522882,-0.3957904984845455,-0.21672488222607458,-0.008555191463301222,-0.07506631396184835,0.051701977942313126,0.07116744272985918,-0.13051484007787126,0.0349745072562393,0.09072208659926534,0.0952870134822023,-0.27294798535727965,-0.11358545451125605,1
3.1023252032061395,9.01195482842938,-0.09915737906965988,-2.4924579212330493,-2.6634531845476666,-2.2010441689784987,2.11701033074222,-0.09034883564912027,-2.310584299073455,3.159101405056079,-0.9919146861367163,-0.30571908611611026,2.889649010703802,-0.47602654199413347,0.8363324639340456,-0.4206783630106246,-1.1568585365851707,0.21544922430253446,-0.5530894756296858,-0.10592342090681436,0.2106134019245914,0
0.9672598796376625,-0.3217606478898528,-1.6734574710203975,1.951574238539759,-2.3155715654187703,-0.3088169953122549,-0.7793274215891652,-0.7855275454268859,0.15092857864203402,0.24437938748811475,-0.10784703950837556,-0.47917733265185664,-1.3886965853092996,0.17933257381514967,-0.6791988298165835,-0.6307233991763262,0.6157461798141134,0.019897180329223454,0.5196754784901098,0.6678228443125235,0.10992181320944103,0
-1.1937245529546392,-0.2925880919511468,-1.1967150906982145,-0.7168052286514494,-1.3846271465640125,1.0530794714564566,-1.0868823460475938,0.07345443156440741,0.1212225717230801,-0.5971722188686029,-0.24832446730874064,-0.17781978178085509,-0.12113080115759688,-0.05914927980499132,0.06425109047975266,-0.3394213791494051,-0.003408210352340276,0.08584895179539259,0.12115916807161593,-0.2150427150283146,0.11758717256013085,0
-2.0175685746713095,-0.39312817891674956,-0.5424317932548887,-0.5452608364743232,-0.22805251462799261,1.3392324390714039,-0.7871221840765912,2.4045156120941855,0.6413370617998048,1.2392369176784268,0.38807828364609487,-1.328505393077576,-0.3614882894225007,-2.3857415457992706,-1.8415692506787167,1.2465981759829425,0.5312619736993295,-0.3728295622760763,-0.6339300982869187,0.8019253658073903,-0.06276614382976543,2
-2.0766931887451117,-0.30441946685016735,-0.28251948775454166,-0.31828172278667316,-0.08454526126649424,1.3530867503836372,-0.7053076388222121,2.519898647515196,0.5560112780857592,1.2213253163415774,0.32516246615914174,-1.325530630016311,-0.3849269509531178,-2.399542163537116,-1.7951929881885604,1.2913900646311791,0.5558631522403954,-0.35051853714622677,-0.6462407572573942,0.7449099859669194,-0.134980414479194,2
10.755764544576714,2.227016780792403,-1.4356061302519405,-0.1862160158599853,2.203693860950728,0.6553870702261264,-0.21028138402250016,-1.4110609567122683,2.8990180906948195,-0.36384723834902033,-0.3740554120406528,-2.2866747360161552,0.47439814073686803,-0.5605945693999227,1.27341982612517,-0.17087700227763197,0.6390479537172941,0.4289306202199519,-3.148610590412955,-1.092376055513662,-0.10686435143077284,0
